order_id,customer_id,order_date,order_status,payment_status,payment_method,currency,subtotal,discount_amount,tax_amount,shipping_amount,total_amount,shipping_country,shipping_city,shipping_postcode,device_type,traffic_source
4749,5738,18-02-2026 08:36,Pending,Failed,PayPal,USD,422.11,63.32,50.65,42.68,452.12,France,South Andrew,45065,Mobile,Paid
4750,1953,16-11-2024 22:07,Pending,Pending,BankTransfer,USD,1505.75,75.29,180.69,49.51,1660.66,Tunisia,North Tyler,15649,Tablet,Organic
4751,990,09-06-2025 08:11,Pending,Failed,Wallet,USD,887.26,0,106.47,7.47,1001.2,Netherlands,South Michael,86282,Mobile,Organic
4752,7687,14-01-2025 05:56,Completed,Failed,Wallet,USD,1749.63,262.44,209.96,1.82,1698.97,Botswana,West Carolside,9820,Mobile,Email
4753,5176,20-09-2024 16:01,Cancelled,Pending,BankTransfer,USD,1687.45,0,202.49,32.47,1922.41,Bangladesh,Anthonyhaven,71604,Tablet,Referral
4754,9940,12-03-2025 21:23,Returned,Refunded,BankTransfer,USD,1132.37,0,135.88,26.68,1294.93,Benin,Port Loriside,62238,Mobile,Paid
4755,1428,10-06-2025 22:37,Cancelled,Refunded,Wallet,USD,901.91,135.29,108.23,24.76,899.61,Bahrain,Craneton,65053,Mobile,Organic
4756,6419,25-10-2025 02:32,Cancelled,Refunded,PayPal,USD,1147.99,172.2,137.76,28.74,1142.29,Saint Martin,Lake Michaelbury,86103,Tablet,Organic
4757,8754,23-06-2026 03:23,Completed,Paid,BankTransfer,USD,350.55,17.53,42.07,32.34,407.43,Syrian Arab Republic,New Ronald,2788,Mobile,Paid
4758,1039,17-04-2025 06:21,Completed,Failed,Card,USD,761.97,114.3,91.44,34.55,773.66,Tokelau,Jonathantown,4002,Mobile,Direct
4759,2343,15-06-2026 18:47,Pending,Refunded,Wallet,USD,340.78,17.04,40.89,12.63,377.26,Bolivia,West Austinville,42994,Desktop,Referral
4760,4141,30-11-2024 07:21,Cancelled,Refunded,Wallet,USD,99.37,14.91,11.92,13.19,109.57,Guernsey,Williamburgh,45726,Mobile,Paid
4761,8454,20-08-2025 08:39,Cancelled,Refunded,BankTransfer,USD,31.81,1.59,3.82,9.78,43.82,Malta,South Marilyn,38444,Tablet,Referral
4762,8261,05-01-2026 17:17,Pending,Failed,PayPal,USD,104.79,15.72,12.57,19.37,121.01,Gabon,West Carolyn,96061,Desktop,Paid
4763,1515,04-07-2025 00:29,Returned,Pending,Wallet,USD,297.38,44.61,35.69,25.52,313.98,Italy,Albertstad,54440,Mobile,Direct
4764,3561,17-02-2026 03:45,Completed,Pending,BankTransfer,USD,1182.07,177.31,141.85,49.48,1196.09,Liechtenstein,Hectorberg,87010,Mobile,Email
4765,3770,28-04-2025 03:22,Completed,Refunded,PayPal,USD,580.5,58.05,69.66,13.39,605.5,Malawi,East Douglasview,64569,Mobile,Email
4766,9066,25-11-2024 17:31,Pending,Refunded,Wallet,USD,121.62,0,14.59,49.35,185.56,Cameroon,Jessemouth,35071,Mobile,Paid
4767,8968,10-02-2026 16:01,Pending,Paid,BankTransfer,USD,1071.56,160.73,128.59,38.34,1077.76,Qatar,West Mark,12973,Desktop,Organic
4768,31,07-07-2026 12:10,Returned,Pending,BankTransfer,USD,1352.72,135.27,162.33,49.12,1428.9,Uzbekistan,Bonnieshire,69731,Desktop,Email
4769,8220,03-12-2024 17:20,Pending,Pending,Card,USD,131.64,0,15.8,45.81,193.25,Barbados,East Jason,16783,Tablet,Organic
4770,520,22-08-2025 18:19,Completed,Refunded,Wallet,USD,1149.82,172.47,137.98,12.16,1127.49,Uruguay,Donnaberg,14623,Mobile,Direct
4771,3687,23-09-2025 11:33,Returned,Paid,Card,USD,1950.17,97.51,234.02,39.96,2126.64,Bahrain,East Ronaldside,45847,Desktop,Paid
4772,8509,30-01-2025 03:51,Returned,Refunded,PayPal,USD,93.52,14.03,11.22,4.76,95.47,Indonesia,East Daniel,55198,Desktop,Organic
4773,9870,15-12-2024 11:54,Completed,Pending,PayPal,USD,368.82,36.88,44.26,32.97,409.17,British Virgin Islands,North Alejandraport,51550,Mobile,Direct
4774,2818,09-10-2024 10:23,Returned,Failed,Card,USD,312.53,31.25,37.5,23.08,341.86,Comoros,East Amanda,33766,Mobile,Organic
4775,5529,15-02-2026 05:35,Returned,Failed,BankTransfer,USD,1773.21,88.66,212.79,48.83,1946.17,Mayotte,Chandlertown,97517,Tablet,Direct
4776,7212,17-11-2024 17:09,Pending,Paid,PayPal,USD,1455.91,0,174.71,31.12,1661.74,Netherlands,Gutierreztown,69212,Desktop,Paid
4777,8558,05-12-2024 22:41,Completed,Paid,PayPal,USD,851.96,127.79,102.24,40.24,866.65,Slovakia (Slovak Republic),Harrisberg,43064,Tablet,Email
4778,8188,27-02-2025 07:18,Completed,Pending,Card,USD,1562.34,78.12,187.48,37.03,1708.73,Tokelau,Gibsonstad,63096,Mobile,Paid
4779,4702,28-02-2025 01:07,Pending,Paid,Card,USD,43.56,2.18,5.23,24.89,71.5,Jamaica,Jessicachester,77831,Mobile,Email
4780,4874,16-03-2025 22:06,Completed,Paid,Card,USD,475.51,71.33,57.06,10.09,471.33,Suriname,Joshuatown,59274,Mobile,Paid
4781,9822,29-10-2024 14:36,Cancelled,Paid,BankTransfer,USD,1905.66,0,228.68,43.06,2177.4,Lesotho,Geoffreyland,40946,Desktop,Organic
4782,4607,26-12-2025 07:40,Cancelled,Paid,BankTransfer,USD,1807.53,0,216.9,19.53,2043.96,Poland,Wattsbury,38401,Mobile,Referral
4783,8142,13-01-2026 12:10,Completed,Refunded,BankTransfer,USD,413.16,0,49.58,36.04,498.78,Serbia,North Michelle,28818,Mobile,Organic
4784,1224,18-01-2025 07:48,Completed,Refunded,Wallet,USD,633.66,63.37,76.04,10.59,656.92,Vanuatu,Morrischester,4756,Mobile,Referral
4785,3986,01-06-2026 23:39,Cancelled,Pending,Wallet,USD,164.42,16.44,19.73,17.17,184.88,Nicaragua,Jennifermouth,66151,Desktop,Organic
4786,9955,26-04-2026 08:03,Pending,Failed,BankTransfer,USD,27.57,4.14,3.31,3.73,30.47,Venezuela,New Brendaland,41890,Desktop,Direct
4787,4851,26-03-2026 00:39,Cancelled,Refunded,PayPal,USD,514.42,25.72,61.73,21.77,572.2,Honduras,Elizabethmouth,63640,Desktop,Referral
4788,6832,03-01-2025 03:32,Pending,Pending,Wallet,USD,1977.26,197.73,237.27,16.34,2033.14,Gambia,Elizabethborough,11547,Desktop,Email
4789,3394,26-03-2026 15:23,Cancelled,Refunded,Wallet,USD,672.01,33.6,80.64,35.14,754.19,Belarus,Dianestad,82508,Mobile,Direct
4790,613,11-07-2026 00:09,Completed,Refunded,BankTransfer,USD,974.49,146.17,116.94,20.64,965.9,Turkmenistan,New Jasonport,70797,Mobile,Email
4791,9392,03-06-2026 16:54,Returned,Paid,Wallet,USD,340.3,34.03,40.84,13.33,360.44,Kenya,West Kellyton,18142,Mobile,Email
4792,2727,28-06-2025 00:15,Cancelled,Failed,Wallet,USD,1880.33,94.02,225.64,9.14,2021.09,Monaco,Hartmouth,4137,Mobile,Organic
4793,106,17-01-2025 19:56,Cancelled,Refunded,Card,USD,1728.61,172.86,207.43,31.15,1794.33,Philippines,South Paulmouth,34797,Mobile,Direct
4794,635,19-02-2025 00:39,Cancelled,Paid,Wallet,USD,1758.23,263.73,210.99,32.64,1738.13,Rwanda,West Amber,88472,Desktop,Direct
4795,5654,24-10-2025 01:54,Completed,Pending,Card,USD,1029.63,0,123.56,7.61,1160.8,Ghana,Port Jonathan,48345,Tablet,Referral
4796,4790,19-04-2025 20:34,Cancelled,Pending,Wallet,USD,780.23,0,93.63,46.66,920.52,Samoa,Kathychester,48989,Tablet,Email
4797,7940,26-10-2025 23:49,Returned,Paid,BankTransfer,USD,1072.92,0,128.75,36.24,1237.91,Namibia,Harringtonbury,89624,Desktop,Direct
4798,3526,27-10-2025 04:11,Pending,Refunded,Wallet,USD,1504.43,0,180.53,32.63,1717.59,Cook Islands,Port Timothyfurt,82404,Mobile,Organic
4799,4882,26-12-2024 02:29,Cancelled,Paid,Wallet,USD,606.47,60.65,72.78,31.63,650.23,Trinidad and Tobago,East Michaelfurt,33528,Mobile,Paid
4800,769,22-03-2026 16:21,Cancelled,Pending,Wallet,USD,1889.06,0,226.69,45.77,2161.52,Cuba,Cohenport,70581,Tablet,Paid
4801,9283,17-05-2025 04:29,Pending,Failed,Wallet,USD,1069.78,106.98,128.37,11.28,1102.45,Qatar,South Christineville,69148,Tablet,Referral
4802,3395,16-10-2024 20:05,Completed,Failed,PayPal,USD,60.72,6.07,7.29,40.96,102.9,Russian Federation,West Mary,52394,Mobile,Direct
4803,5087,27-06-2026 11:28,Returned,Failed,PayPal,USD,1205.08,180.76,144.61,2.04,1170.97,United Kingdom,Port Nicolechester,50307,Mobile,Organic
4804,8693,25-10-2025 00:17,Returned,Failed,Card,USD,1030.75,0,123.69,40.3,1194.74,Colombia,Brownmouth,91247,Mobile,Referral
4805,8355,03-04-2025 21:35,Returned,Paid,Card,USD,1084.01,54.2,130.08,29.01,1188.9,Ethiopia,West Jodyhaven,84317,Tablet,Organic
4806,4742,05-11-2025 07:05,Completed,Pending,Wallet,USD,1229.63,61.48,147.56,16.48,1332.19,Antigua and Barbuda,East Paulfort,57942,Mobile,Paid
4807,8681,31-07-2024 22:09,Pending,Pending,Card,USD,1743.57,0,209.23,43.83,1996.63,Cameroon,Port Jonathanside,81293,Tablet,Referral
4808,7241,16-09-2024 22:49,Completed,Pending,Card,USD,980.5,0,117.66,2.42,1100.58,Morocco,Danamouth,6092,Mobile,Referral
4809,5579,23-12-2025 11:42,Completed,Pending,Card,USD,1928.32,192.83,231.4,5.03,1971.92,Brazil,Adamchester,25015,Mobile,Direct
4810,9923,22-11-2025 22:07,Cancelled,Pending,PayPal,USD,1988.35,99.42,238.6,3.85,2131.38,Mongolia,West Rebecca,50228,Tablet,Organic
4811,6588,20-11-2024 08:00,Returned,Pending,PayPal,USD,729.67,72.97,87.56,48.57,792.83,Libyan Arab Jamahiriya,New Lisa,1677,Tablet,Email
4812,2613,24-11-2024 05:38,Returned,Paid,Wallet,USD,1278.19,63.91,153.38,26.17,1393.83,France,Melanieside,85191,Mobile,Email
4813,3375,04-01-2025 19:07,Cancelled,Failed,Wallet,USD,475.23,47.52,57.03,49.5,534.24,Austria,West Lindsey,76049,Tablet,Direct
4814,4292,26-08-2025 09:43,Pending,Paid,PayPal,USD,222.7,33.4,26.72,10.11,226.13,Liberia,North Melissastad,72924,Tablet,Email
4815,3369,31-08-2024 15:26,Completed,Failed,Card,USD,476.54,23.83,57.18,10.11,520,Algeria,South Adamshire,25286,Desktop,Organic
4816,5402,18-11-2024 03:23,Pending,Paid,Wallet,USD,546.36,81.95,65.56,27.07,557.04,Yemen,New Donald,31195,Mobile,Referral
4817,7996,24-02-2026 00:42,Completed,Refunded,Card,USD,1994.63,0,239.36,42.23,2276.22,Netherlands,Fieldsshire,4147,Mobile,Paid
4818,5191,24-05-2026 02:34,Cancelled,Paid,Card,USD,1687.38,253.11,202.49,33.8,1670.56,Sri Lanka,South Benjamin,3958,Tablet,Paid
4819,3863,27-12-2024 01:49,Returned,Paid,PayPal,USD,373.19,0,44.78,5.47,423.44,Netherlands,North Kathrynstad,33459,Mobile,Direct
4820,6875,10-03-2025 19:50,Pending,Pending,BankTransfer,USD,1295.64,0,155.48,14.85,1465.97,American Samoa,Brandonshire,5401,Mobile,Email
4821,7933,03-03-2025 20:07,Returned,Failed,Wallet,USD,1012.51,101.25,121.5,46.89,1079.65,Congo,Williamsshire,41912,Mobile,Referral
4822,3964,01-01-2026 00:12,Returned,Refunded,Wallet,USD,694.5,104.17,83.34,26.44,700.11,Romania,Maryside,55625,Mobile,Organic
4823,6331,08-02-2025 03:38,Returned,Refunded,Wallet,USD,1623.55,81.18,194.83,15.17,1752.37,Senegal,Jillmouth,77059,Tablet,Direct
4824,7326,29-06-2026 11:33,Completed,Refunded,BankTransfer,USD,477.65,0,57.32,38.46,573.43,Liechtenstein,Nataliemouth,46318,Mobile,Email
4825,4084,28-10-2025 21:26,Cancelled,Refunded,Card,USD,134.04,13.4,16.08,41.51,178.23,Netherlands Antilles,Romanborough,23339,Mobile,Email
4826,8152,06-10-2024 21:36,Cancelled,Refunded,PayPal,USD,1748.45,87.42,209.81,3.79,1874.63,Suriname,West Kennethborough,19300,Mobile,Organic
4827,9298,12-05-2025 07:28,Pending,Pending,Card,USD,1325.24,66.26,159.03,45.22,1463.23,Oman,Frankborough,8556,Mobile,Email
4828,742,26-06-2025 02:09,Completed,Refunded,BankTransfer,USD,530.09,53.01,63.61,23.32,564.01,United States Minor Outlying Islands,Marthaville,95974,Tablet,Organic
4829,4304,24-11-2024 22:09,Returned,Paid,Card,USD,1705.28,255.79,204.63,15.4,1669.52,Rwanda,Jillianbury,28510,Tablet,Organic
4830,5458,31-05-2026 20:24,Returned,Refunded,Card,USD,1204.02,60.2,144.48,3.59,1291.89,Martinique,Myerschester,60391,Tablet,Referral
4831,5239,01-10-2024 16:35,Pending,Failed,BankTransfer,USD,1633.69,245.05,196.04,13.34,1598.02,Haiti,Dianaville,24577,Tablet,Email
4832,3218,19-01-2025 15:04,Completed,Paid,Wallet,USD,1228.81,184.32,147.46,7.82,1199.77,Anguilla,Arnoldhaven,64712,Mobile,Direct
4833,5818,24-06-2026 02:05,Cancelled,Paid,BankTransfer,USD,1987.73,198.77,238.53,44.06,2071.55,Samoa,Olsonfort,71475,Tablet,Direct
4834,1953,30-12-2025 17:52,Completed,Failed,Wallet,USD,475.8,47.58,57.1,5.43,490.75,Bermuda,Port Johnfurt,87885,Mobile,Organic
4835,8374,08-02-2025 21:56,Returned,Refunded,PayPal,USD,870.97,130.65,104.52,11.33,856.17,Finland,South Jose,28981,Mobile,Paid
4836,3695,01-02-2025 03:29,Returned,Paid,PayPal,USD,1236.19,61.81,148.34,13.37,1336.09,Poland,Leechester,69125,Mobile,Organic
4837,1365,09-03-2026 17:00,Pending,Failed,Card,USD,931.02,139.65,111.72,5.1,908.19,Palau,West Robertview,75501,Desktop,Email
4838,4403,05-06-2025 01:55,Completed,Refunded,BankTransfer,USD,245.11,24.51,29.41,0.9,250.91,Maldives,Higginsville,81410,Tablet,Referral
4839,7758,08-10-2024 18:01,Pending,Failed,Card,USD,411.57,61.74,49.39,31.86,431.08,Austria,Craigside,71081,Mobile,Direct
4840,3412,05-09-2025 14:31,Cancelled,Failed,PayPal,USD,1878.09,187.81,225.37,46.39,1962.04,Christmas Island,Lake Juanmouth,5995,Tablet,Referral
4841,4809,30-06-2026 00:00,Returned,Refunded,BankTransfer,USD,1374.84,0,164.98,48.9,1588.72,Cook Islands,South Daniel,22695,Mobile,Organic
4842,7492,08-03-2025 12:25,Completed,Failed,Wallet,USD,457.56,68.63,54.91,47.49,491.33,Algeria,Kevintown,1757,Tablet,Referral
4843,2921,14-07-2025 00:53,Completed,Paid,PayPal,USD,1144,57.2,137.28,0.11,1224.19,Palau,South Kristen,93651,Desktop,Direct
4844,3107,21-08-2025 22:49,Returned,Failed,PayPal,USD,1015.96,152.39,121.92,10.4,995.89,Qatar,North Adamview,92185,Desktop,Email
4845,8238,11-08-2025 09:40,Cancelled,Pending,Card,USD,974.07,146.11,116.89,0.74,945.59,Slovakia (Slovak Republic),Robertport,6531,Desktop,Email
4846,4192,23-01-2026 09:51,Pending,Paid,Wallet,USD,1606.56,160.66,192.79,5.15,1643.84,North Macedonia,Lake Aaron,50839,Mobile,Direct
4847,4388,30-05-2025 20:02,Completed,Refunded,BankTransfer,USD,682.58,68.26,81.91,25.31,721.54,Togo,West Annfort,62108,Desktop,Paid
4848,9565,09-11-2024 09:32,Returned,Failed,PayPal,USD,1178.79,0,141.45,34.52,1354.76,Syrian Arab Republic,South Craig,85011,Desktop,Direct
4849,9545,21-03-2025 05:29,Pending,Refunded,PayPal,USD,948.42,47.42,113.81,37.01,1051.82,Australia,Lake Timothy,21595,Tablet,Referral
4850,1593,25-04-2026 15:51,Cancelled,Refunded,Card,USD,152.89,22.93,18.35,5.96,154.27,Lesotho,New Toddbury,81026,Tablet,Paid
4851,8475,27-10-2025 17:03,Cancelled,Pending,BankTransfer,USD,1186.37,0,142.36,21.75,1350.48,Estonia,Moorehaven,57423,Desktop,Referral
4852,6081,21-06-2025 05:14,Pending,Paid,BankTransfer,USD,817,122.55,98.04,9.9,802.39,Bouvet Island (Bouvetoya),North Alexandriaville,19436,Mobile,Organic
4853,135,08-03-2025 00:54,Returned,Refunded,PayPal,USD,1908.76,95.44,229.05,6.24,2048.61,Zimbabwe,North Laura,9118,Mobile,Direct
4854,2415,04-09-2024 21:12,Cancelled,Paid,PayPal,USD,420.92,21.05,50.51,36.57,486.95,Cape Verde,East Kenneth,61467,Mobile,Referral
4855,7917,10-09-2025 17:56,Cancelled,Refunded,Card,USD,1959.69,293.95,235.16,47.38,1948.28,Switzerland,South Lori,20681,Desktop,Direct
4856,4991,14-10-2025 09:23,Returned,Failed,Card,USD,1421.59,71.08,170.59,25.66,1546.76,Gabon,Port Kevinville,50793,Mobile,Direct
4857,6188,09-11-2024 15:54,Cancelled,Pending,Card,USD,1192.63,0,143.12,10.51,1346.26,Tuvalu,Murrayberg,64151,Desktop,Email
4858,9325,20-09-2025 18:03,Cancelled,Paid,PayPal,USD,728.75,36.44,87.45,46.43,826.19,Saint Vincent and the Grenadines,Charlesstad,33243,Desktop,Email
4859,3503,19-06-2025 02:56,Completed,Failed,Card,USD,847.48,84.75,101.7,13.93,878.36,Isle of Man,South Louisside,85296,Mobile,Direct
4860,9710,06-03-2025 19:18,Cancelled,Failed,Card,USD,667.68,33.38,80.12,22.42,736.84,Vietnam,Wendyburgh,31700,Mobile,Referral
4861,6861,23-10-2024 04:18,Cancelled,Pending,PayPal,USD,709.88,70.99,85.19,42.99,767.07,Portugal,Port Shellychester,67551,Desktop,Paid
4862,6766,22-08-2025 01:54,Pending,Pending,Card,USD,837.41,0,100.49,27.42,965.32,Iceland,Lake Julie,80676,Mobile,Paid
4863,7965,23-08-2024 20:19,Pending,Failed,Wallet,USD,205.11,30.77,24.61,22.1,221.05,Israel,New Christopher,83735,Mobile,Paid
4864,630,31-05-2026 07:34,Pending,Paid,BankTransfer,USD,1753.1,175.31,210.37,20.52,1808.68,Vietnam,North Zacharyhaven,31088,Mobile,Referral
4865,8058,24-06-2025 07:14,Completed,Paid,BankTransfer,USD,1092.09,109.21,131.05,40.02,1153.95,Libyan Arab Jamahiriya,Whiteshire,7971,Mobile,Direct
4866,6768,15-10-2025 02:20,Pending,Refunded,Wallet,USD,1735.2,260.28,208.22,6.67,1689.81,Portugal,Port Brandi,48120,Desktop,Referral
4867,9114,03-01-2026 16:16,Completed,Pending,Card,USD,301.18,45.18,36.14,28.04,320.18,Palestinian Territory,Scottview,16391,Desktop,Direct
4868,7367,20-06-2026 14:16,Cancelled,Paid,BankTransfer,USD,1725.31,258.8,207.04,31.62,1705.17,Sweden,New Raymondton,23850,Mobile,Email
4869,8382,14-05-2025 11:24,Pending,Pending,BankTransfer,USD,1099.65,0,131.96,7.84,1239.45,Bhutan,Smithhaven,8511,Mobile,Organic
4870,4491,29-03-2026 09:28,Pending,Pending,Card,USD,1320.14,0,158.42,32.94,1511.5,Georgia,Obrienborough,32429,Tablet,Referral
4871,7287,20-01-2025 03:04,Cancelled,Failed,Wallet,USD,870.89,130.63,104.51,0.25,845.02,Palau,New Allisonmouth,55118,Tablet,Email
4872,2036,10-10-2024 15:10,Pending,Paid,Card,USD,1546.97,232.05,185.64,0.8,1501.36,Cocos (Keeling) Islands,South Sherri,32713,Mobile,Email
4873,138,17-08-2024 22:03,Completed,Failed,Wallet,USD,1728.63,172.86,207.44,27.9,1791.11,Mexico,Perezland,63948,Tablet,Email
4874,7754,18-07-2025 02:44,Cancelled,Refunded,Wallet,USD,1897.36,189.74,227.68,15.9,1951.2,Brunei Darussalam,Port Carlos,22527,Mobile,Referral
4875,4171,16-12-2025 01:24,Returned,Refunded,Card,USD,1395.54,139.55,167.46,43.63,1467.08,Korea,North Timothy,47647,Tablet,Direct
4876,1143,29-10-2025 09:13,Returned,Failed,Card,USD,1238.56,185.78,148.63,41.25,1242.66,Argentina,New Victor,61232,Mobile,Email
4877,3429,24-06-2025 18:53,Completed,Failed,Card,USD,1846.56,0,221.59,37.88,2106.03,Austria,New Joanna,50373,Desktop,Direct
4878,5411,11-03-2025 06:08,Returned,Failed,BankTransfer,USD,805.08,40.25,96.61,33.64,895.08,Maldives,North Brandi,14174,Desktop,Paid
4879,2577,28-12-2025 10:32,Returned,Paid,BankTransfer,USD,1624.49,243.67,194.94,41.86,1617.62,Argentina,Lake Tonya,42045,Desktop,Referral
4880,6743,05-09-2024 14:41,Pending,Failed,Wallet,USD,1744.51,0,209.34,37.72,1991.57,Jamaica,Petersfurt,22272,Desktop,Organic
4881,3372,12-11-2024 17:23,Pending,Pending,Card,USD,824.28,82.43,98.91,10.04,850.8,Saint Vincent and the Grenadines,Rogersfort,56440,Tablet,Direct
4882,8069,04-01-2025 23:40,Cancelled,Pending,Wallet,USD,765.35,0,91.84,9.72,866.91,Chad,Port Rubenstad,30097,Tablet,Paid
4883,7232,19-09-2024 19:03,Returned,Pending,Card,USD,1395.87,139.59,167.5,39.21,1462.99,Vanuatu,Crawfordmouth,28301,Mobile,Email
4884,4700,14-06-2026 00:13,Pending,Failed,BankTransfer,USD,885.58,0,106.27,21.29,1013.14,Lao People's Democratic Republic,Gonzalezville,69635,Desktop,Organic
4885,8806,24-05-2026 05:21,Pending,Failed,PayPal,USD,793.77,0,95.25,22.44,911.46,Slovakia (Slovak Republic),Faithfort,84135,Desktop,Referral
4886,491,02-12-2025 22:59,Returned,Refunded,BankTransfer,USD,32.78,0,3.93,4.7,41.41,Monaco,Houstonborough,42498,Mobile,Direct
4887,6499,06-03-2026 15:01,Pending,Pending,Wallet,USD,333.12,0,39.97,26.46,399.55,Grenada,Draketon,25237,Desktop,Paid
4888,110,26-08-2025 09:01,Pending,Refunded,Card,USD,1151.29,172.69,138.15,6.26,1123.01,Bhutan,Juanport,33516,Mobile,Email
4889,62,07-02-2025 22:06,Pending,Paid,Wallet,USD,1445.69,216.85,173.48,17.5,1419.82,Saint Martin,Annachester,39191,Desktop,Direct
4890,6144,04-12-2025 03:42,Returned,Pending,Wallet,USD,202.23,30.33,24.27,8.78,204.95,Zimbabwe,Rodriguezland,3722,Tablet,Direct
4891,1477,04-11-2024 02:14,Returned,Paid,Card,USD,1600.17,160.02,192.02,26.51,1658.68,Cote d'Ivoire,Shaunshire,25910,Tablet,Direct
4892,3056,03-08-2025 23:55,Returned,Refunded,BankTransfer,USD,1902.43,190.24,228.29,7.1,1947.58,Vietnam,Port Laura,85465,Tablet,Referral
4893,9780,08-02-2025 07:10,Returned,Failed,Card,USD,81.22,4.06,9.75,9.91,96.82,Peru,Abigailport,81589,Tablet,Email
4894,8695,22-09-2025 01:10,Pending,Paid,Wallet,USD,963.35,96.34,115.6,0.58,983.19,Norfolk Island,Reedhaven,49195,Tablet,Direct
4895,5592,25-02-2025 19:10,Returned,Refunded,PayPal,USD,915.33,45.77,109.84,42.69,1022.09,Serbia,West Lindsey,57368,Mobile,Paid
4896,1041,01-10-2024 02:32,Cancelled,Failed,Card,USD,744.16,0,89.3,41.18,874.64,Sierra Leone,Gravesbury,10549,Tablet,Paid
4897,9670,16-09-2025 21:57,Pending,Pending,Card,USD,1113.11,111.31,133.57,4.38,1139.75,Bolivia,Brianburgh,52040,Mobile,Referral
4898,3048,22-05-2026 02:32,Pending,Refunded,BankTransfer,USD,1485.2,222.78,178.22,30.98,1471.62,Belize,Lauraside,70818,Desktop,Organic
4899,815,11-09-2024 18:35,Returned,Pending,Card,USD,153.59,7.68,18.43,35.4,199.74,Saint Helena,East Shelley,99581,Tablet,Referral
4900,3826,15-05-2025 15:10,Pending,Paid,Card,USD,1703.63,0,204.44,25.45,1933.52,United States Minor Outlying Islands,Brendamouth,33520,Mobile,Paid
4901,8120,28-12-2025 05:36,Pending,Failed,PayPal,USD,991.65,99.17,119,48.16,1059.64,Palau,West Michael,59442,Tablet,Email
4902,5081,07-03-2026 22:37,Pending,Refunded,Wallet,USD,669.11,0,80.29,19.12,768.52,Greece,North Toddbury,74082,Tablet,Direct
4903,7701,13-03-2026 12:38,Cancelled,Failed,Card,USD,1959.98,0,235.2,10.62,2205.8,Saint Kitts and Nevis,New James,54838,Tablet,Email
4904,242,03-11-2024 09:45,Pending,Pending,BankTransfer,USD,47.78,0,5.73,38.53,92.04,China,Gonzaleztown,77371,Mobile,Organic
4905,9614,31-07-2025 23:30,Completed,Pending,Wallet,USD,1018.06,50.9,122.17,8.75,1098.08,Monaco,Port Joann,47540,Mobile,Direct
4906,5366,09-05-2026 21:43,Cancelled,Refunded,BankTransfer,USD,638.45,31.92,76.61,18.79,701.93,Montenegro,Alanville,19841,Desktop,Referral
4907,7423,07-04-2026 18:38,Pending,Pending,Wallet,USD,1695.46,0,203.46,49.76,1948.68,Jersey,North Felicia,47932,Tablet,Organic
4908,3195,07-02-2026 19:57,Pending,Pending,Card,USD,1694.43,254.16,203.33,7.01,1650.61,Turkmenistan,Huangborough,25789,Mobile,Direct
4909,8525,14-02-2025 07:09,Completed,Failed,BankTransfer,USD,1860.67,93.03,223.28,33.67,2024.59,Saint Helena,Baldwinfurt,34281,Tablet,Referral
4910,9926,17-12-2024 04:41,Cancelled,Pending,BankTransfer,USD,630.32,94.55,75.64,30,641.41,India,South Monique,77447,Tablet,Referral
4911,2986,01-01-2025 18:02,Completed,Pending,BankTransfer,USD,763.43,76.34,91.61,44.82,823.52,Peru,Lake Karlfort,36204,Tablet,Paid
4912,2076,15-12-2024 04:02,Completed,Paid,PayPal,USD,1060.58,53.03,127.27,29.28,1164.1,Croatia,Wolfport,43133,Mobile,Paid
4913,6017,20-03-2026 06:37,Returned,Refunded,Card,USD,296.33,29.63,35.56,46.46,348.72,Saint Lucia,Smithport,49978,Desktop,Email
4914,4945,18-08-2024 19:30,Pending,Pending,Wallet,USD,1166.36,174.95,139.96,24.15,1155.52,Saint Pierre and Miquelon,Port Robert,36600,Tablet,Email
4915,6732,25-05-2026 23:07,Completed,Failed,PayPal,USD,639.33,63.93,76.72,41.15,693.27,French Southern Territories,New Anthony,47961,Tablet,Email
4916,3884,01-09-2024 02:38,Cancelled,Failed,PayPal,USD,1791.87,179.19,215.02,44.72,1872.42,Slovakia (Slovak Republic),South Brad,91961,Mobile,Referral
4917,4346,15-05-2026 02:12,Cancelled,Failed,Card,USD,1506.99,75.35,180.84,7.89,1620.37,Australia,Port Anthonychester,47300,Mobile,Paid
4918,4043,12-08-2025 09:39,Cancelled,Refunded,PayPal,USD,213.89,21.39,25.67,14.72,232.89,Kiribati,South Denise,57861,Tablet,Referral
4919,2806,25-04-2025 14:00,Cancelled,Failed,PayPal,USD,647.44,64.74,77.69,39.26,699.65,Lithuania,Elizabethmouth,4078,Desktop,Email
4920,9893,16-05-2026 19:42,Pending,Refunded,Wallet,USD,706.06,70.61,84.73,23.85,744.03,Djibouti,West Megan,7529,Desktop,Paid
4921,4643,12-11-2025 14:47,Returned,Pending,PayPal,USD,570.41,0,68.45,5.36,644.22,Cape Verde,Hannaton,21413,Desktop,Email
4922,4443,12-01-2025 22:37,Pending,Pending,Card,USD,1056.7,0,126.8,47.22,1230.72,Cayman Islands,Annamouth,23067,Mobile,Direct
4923,8540,07-04-2026 23:46,Returned,Paid,BankTransfer,USD,1692.8,169.28,203.14,14.86,1741.52,Nepal,South Megan,16985,Mobile,Direct
